action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,16760213,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCNc1ccc(S(=O)(=O)NC)cc1Nc1cc(Nc2ccc(Cl)cc2)ncn1,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '12.97', 'le': '0.26', 'lle': '1.45', 'sei': '5.36'}",CHEMBL3930737,,CHEMBL3930737,5.80,0,http://www.openphacts.org/units/Nanomolar,2801912,=,1,1,=,,IC50,nM,,1600.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,1600.0
,,16760214,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CCNc1ccc(S(=O)(=O)NC)cc1Nc1cc(Nc2ccc(Cl)cc2)ncn1,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '12.69', 'le': '0.26', 'lle': '1.53', 'sei': '5.09'}",CHEMBL3958807,,CHEMBL3958807,5.50,0,http://www.openphacts.org/units/Nanomolar,2801911,=,1,1,=,,IC50,nM,,3200.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,3200.0
,,16760215,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNc1ccc(S(=O)(=O)NC)cc1Nc1cc(Nc2ccc(Cl)cc2)ncn1,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '13.37', 'le': '0.27', 'lle': '2.03', 'sei': '5.19'}",CHEMBL3981783,,CHEMBL3981783,5.60,0,http://www.openphacts.org/units/Nanomolar,2801910,=,1,1,=,,IC50,nM,,2500.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,2500.0
,,16760216,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(OC(F)(F)F)c(Nc2ncnc3[nH]ccc23)c1,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '18.85', 'le': '0.38', 'lle': '4.79', 'sei': '6.70'}",CHEMBL3948684,,CHEMBL3948684,7.30,0,http://www.openphacts.org/units/Nanomolar,2801909,=,1,1,=,,IC50,nM,,50.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,50.0
,,16760217,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(Cl)c(Nc2ncnc3[nH]ccc23)c1,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '22.79', 'le': '0.48', 'lle': '5.44', 'sei': '7.72'}",CHEMBL3613193,,CHEMBL3613193,7.70,1,http://www.openphacts.org/units/Nanomolar,2801908,=,1,1,=,,IC50,nM,,20.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,20.0
,,16760218,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(F)c(Nc2ncnc3[nH]ccc23)c1,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '20.55', 'le': '0.41', 'lle': '4.85', 'sei': '6.62'}",CHEMBL3896147,,CHEMBL3896147,6.60,0,http://www.openphacts.org/units/Nanomolar,2801907,=,1,1,=,,IC50,nM,,250.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,250.0
,,16760219,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(SC)c(Nc2ncnc3[nH]ccc23)c1,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '19.71', 'le': '0.41', 'lle': '4.56', 'sei': '6.90'}",CHEMBL3924164,,CHEMBL3924164,6.89,0,http://www.openphacts.org/units/Nanomolar,2801906,=,1,1,=,,IC50,nM,,130.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,130.0
,,16760220,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(-c2ccccc2)c(Nc2ncnc3[nH]ccc23)c1,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '17.65', 'le': '0.34', 'lle': '3.42', 'sei': '6.71'}",CHEMBL3905097,,CHEMBL3905097,6.70,0,http://www.openphacts.org/units/Nanomolar,2801905,=,1,1,=,,IC50,nM,,200.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,200.0
,,16760221,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(C)c(Nc2ncnc3[nH]ccc23)c1,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '19.54', 'le': '0.38', 'lle': '4.28', 'sei': '6.21'}",CHEMBL3613192,,CHEMBL3613192,6.20,1,http://www.openphacts.org/units/Nanomolar,2801904,=,1,1,=,,IC50,nM,,630.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,630.0
,,16760222,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCNc1ccc(S(=O)(=O)NC)cc1Nc1ncnc2[nH]ccc12,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '15.54', 'le': '0.31', 'lle': '3.17', 'sei': '5.01'}",CHEMBL3976874,,CHEMBL3976874,5.60,0,http://www.openphacts.org/units/Nanomolar,2801903,=,1,1,=,,IC50,nM,,2500.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,2500.0
,,16760223,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CCNc1ccc(S(=O)(=O)NC)cc1Nc1ncnc2[nH]ccc12,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '16.17', 'le': '0.32', 'lle': '3.56', 'sei': '5.01'}",CHEMBL3892389,,CHEMBL3892389,5.60,0,http://www.openphacts.org/units/Nanomolar,2801902,=,1,1,=,,IC50,nM,,2500.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,2500.0
,,16760224,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNc1ccc(S(=O)(=O)NC)cc1Nc1ncnc2[nH]ccc12,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '15.65', 'le': '0.31', 'lle': '3.55', 'sei': '4.65'}",CHEMBL3613194,,CHEMBL3613194,5.20,1,http://www.openphacts.org/units/Nanomolar,2801901,=,1,1,=,,IC50,nM,,6300.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,6300.0
,,16760225,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)c1,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '18.20', 'le': '0.37', 'lle': '3.57', 'sei': '7.39'}",CHEMBL3915155,,CHEMBL3915155,7.10,0,http://www.openphacts.org/units/Nanomolar,2801900,=,1,1,=,,IC50,nM,,80.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,80.0
,,16760226,[],CHEMBL3861903,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from His6-MBP-TEV-full length human TNNI3K expressed in Baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]ccc23)c1,,,CHEMBL3860108,J Med Chem,2016,"{'bei': '23.40', 'le': '0.46', 'lle': '5.49', 'sei': '7.11'}",CHEMBL3612647,,CHEMBL3612647,7.10,1,http://www.openphacts.org/units/Nanomolar,2801899,=,1,1,=,,IC50,nM,,80.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,80.0
,,18113132,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cnc23)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '20.70', 'le': '0.41', 'lle': '5.30', 'sei': '5.59'}",CHEMBL3612641,,CHEMBL3612641,6.30,1,http://www.openphacts.org/units/Nanomolar,3003618,=,1,1,=,,IC50,nM,,500.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,500.0
,,18113133,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]ccc23)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '23.40', 'le': '0.46', 'lle': '5.49', 'sei': '7.11'}",CHEMBL3612647,,CHEMBL3612647,7.10,1,http://www.openphacts.org/units/Nanomolar,3003619,=,1,1,=,,IC50,nM,,80.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,80.0
,,18113134,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(C)c3)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '20.29', 'le': '0.39', 'lle': '4.31', 'sei': '7.81'}",CHEMBL4097027,,CHEMBL4097027,7.50,0,http://www.openphacts.org/units/Nanomolar,3003620,=,1,1,=,,IC50,nM,,32.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,32.0
,,18113135,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccc(C(F)(F)F)cc3)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '16.77', 'le': '0.33', 'lle': '3.21', 'sei': '7.40'}",CHEMBL4102890,,CHEMBL4102890,7.10,0,http://www.openphacts.org/units/Nanomolar,3003621,=,1,1,=,,IC50,nM,,79.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,79.0
,,18113136,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNc1cc(Nc2cccc(S(=O)(=O)NC)c2)ncn1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '20.78', 'le': '0.42', 'lle': '4.93', 'sei': '6.35'}",CHEMBL4084939,,CHEMBL4084939,6.10,0,http://www.openphacts.org/units/Nanomolar,3003622,=,1,1,=,,IC50,nM,,800.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,800.0
,,18113137,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccccc3)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '20.26', 'le': '0.39', 'lle': '4.33', 'sei': '7.50'}",CHEMBL4067114,,CHEMBL4067114,7.20,0,http://www.openphacts.org/units/Nanomolar,3003623,=,1,1,=,,IC50,nM,,63.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,63.0
,,18113138,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccccc3F)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '16.61', 'le': '0.33', 'lle': '3.19', 'sei': '6.46'}",CHEMBL4065137,,CHEMBL4065137,6.20,0,http://www.openphacts.org/units/Nanomolar,3003624,=,1,1,=,,IC50,nM,,630.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,630.0
,,18113139,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccccc3C)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '15.93', 'le': '0.31', 'lle': '2.71', 'sei': '6.13'}",CHEMBL4085055,,CHEMBL4085055,5.89,0,http://www.openphacts.org/units/Nanomolar,3003625,=,1,1,=,,IC50,nM,,1300.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,1300.0
,,18113140,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccccc3OC)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '14.26', 'le': '0.28', 'lle': '2.61', 'sei': '5.22'}",CHEMBL4103005,,CHEMBL4103005,5.50,0,http://www.openphacts.org/units/Nanomolar,3003626,=,1,1,=,,IC50,nM,,3200.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,3200.0
,,18113141,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(Cl)c3)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '18.22', 'le': '0.37', 'lle': '3.57', 'sei': '7.40'}",CHEMBL4062372,,CHEMBL4062372,7.10,0,http://www.openphacts.org/units/Nanomolar,3003627,=,1,1,=,,IC50,nM,,79.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,79.0
,,18113142,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(OC)c3)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '18.68', 'le': '0.36', 'lle': '4.32', 'sei': '6.84'}",CHEMBL4084088,,CHEMBL4084088,7.20,0,http://www.openphacts.org/units/Nanomolar,3003628,=,1,1,=,,IC50,nM,,63.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,63.0
,,18113143,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc(S(C)(=O)=O)c3)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '15.45', 'le': '0.32', 'lle': '4.42', 'sei': '5.15'}",CHEMBL4100539,,CHEMBL4100539,6.70,0,http://www.openphacts.org/units/Nanomolar,3003629,=,1,1,=,,IC50,nM,,200.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,200.0
,,18113144,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '18.22', 'le': '0.37', 'lle': '3.57', 'sei': '7.40'}",CHEMBL3915155,,CHEMBL3915155,7.10,0,http://www.openphacts.org/units/Nanomolar,3003630,=,1,1,=,,IC50,nM,,79.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,79.0
,,18113145,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccc(C)cc3)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '19.22', 'le': '0.37', 'lle': '3.92', 'sei': '7.40'}",CHEMBL4103931,,CHEMBL4103931,7.10,0,http://www.openphacts.org/units/Nanomolar,3003631,=,1,1,=,,IC50,nM,,79.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,79.0
,,18113146,[],CHEMBL4024626,Inhibition of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid binding to human full length His/MBP-fused TNNI3K expressed in baculovirus expression system after 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2cc(Nc3ccc(OC)cc3)ncn2)c1,,,CHEMBL4020849,J Med Chem,2018,"{'bei': '17.63', 'le': '0.34', 'lle': '3.92', 'sei': '6.46'}",CHEMBL4073726,,CHEMBL4073726,6.80,0,http://www.openphacts.org/units/Nanomolar,3003632,=,1,1,=,,IC50,nM,,160.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,160.0
